Branch Name,Supplier Name,Received At,Inventory Item Name,UOM,Quantity,Cost Per Unit,Batch Number,Expiry Date,Invoice Number,Notes
South Bay Store,Eco-Friendly Suppliers,2026-01-04,Whole Wheat Bread,Unit,35,2.64,BATCH-55397,2026-05-12,INV-184053,Promotional stock
Eastgate Shopping Center,Regional Supply Chain,2025-11-19,Whole Wheat Bread,Unit,119,2.71,BATCH-99784,2026-01-12,INV-954505,Rush delivery
Eastgate Shopping Center,Regional Supply Chain,2025-12-03,Whole Wheat Bread,Unit,95,3.19,BATCH-51546,2026-04-09,INV-649836,
Eastgate Shopping Center,Express Distribution Co.,2025-11-10,Croissants 6-Pack,Unit,67,4.4,BATCH-57265,2026-03-08,INV-784010,Promotional stock
South Bay Store,Global Food Distributors,2026-01-16,Croissants 6-Pack,Unit,43,4.37,BATCH-26724,2026-06-04,INV-352889,
Westside Mall Branch,Mega Suppliers Inc.,2025-12-12,Croissants 6-Pack,Unit,32,4.66,BATCH-18098,2026-01-15,INV-334167,Rush delivery
Downtown Main Store,Prime Importers,2025-12-01,Croissants 6-Pack,Unit,55,4.78,BATCH-86867,2026-05-07,INV-312495,
Downtown Main Store,Bulk Foods Warehouse,2026-01-27,Croissants 6-Pack,Unit,46,5.45,BATCH-91783,2026-05-22,INV-937517,Rush delivery
Downtown Main Store,Mega Suppliers Inc.,2026-01-03,Chocolate Chip Cookies,Unit,40,3.91,BATCH-14553,2026-05-19,INV-998773,
Northpoint Outlet,Global Food Distributors,2025-11-30,Chocolate Chip Cookies,Unit,68,3.76,BATCH-96752,2026-04-03,INV-670884,
Northpoint Outlet,Express Distribution Co.,2025-12-03,Chocolate Chip Cookies,Unit,64,4.18,BATCH-68601,2026-04-19,INV-462151,Promotional stock
Eastgate Shopping Center,Express Distribution Co.,2025-12-29,Chocolate Chip Cookies,Unit,30,3.32,BATCH-71266,2026-04-12,INV-113000,Promotional stock
Eastgate Shopping Center,Mega Suppliers Inc.,2025-12-16,Chocolate Chip Cookies,Unit,91,3.72,BATCH-82674,2026-03-31,INV-622126,
Eastgate Shopping Center,Prime Importers,2026-01-13,Chocolate Chip Cookies,Unit,46,3.41,BATCH-17041,2026-02-26,INV-436752,Seasonal inventory
South Bay Store,Premium Grocers Supply,2025-12-26,Chocolate Chip Cookies,Unit,88,4.27,BATCH-24392,2026-03-07,INV-732020,
South Bay Store,Mega Suppliers Inc.,2025-11-11,Chocolate Chip Cookies,Unit,45,3.45,BATCH-82621,2026-02-24,INV-107209,
South Bay Store,Mega Suppliers Inc.,2025-12-17,Birthday Cake 8 inch,Unit,6,16.89,BATCH-98232,2026-03-20,INV-199769,
South Bay Store,Express Distribution Co.,2025-11-08,Birthday Cake 8 inch,Unit,13,15.28,BATCH-96824,2026-03-06,INV-459120,
South Bay Store,Bulk Foods Warehouse,2025-12-06,Birthday Cake 8 inch,Unit,20,17.49,BATCH-54536,2026-02-13,INV-745361,Quality checked and approved
Eastgate Shopping Center,Prime Importers,2025-12-22,Birthday Cake 8 inch,Unit,12,19.02,BATCH-31700,2026-04-04,INV-925243,
Eastgate Shopping Center,Prime Importers,2025-12-17,Birthday Cake 8 inch,Unit,8,17.6,BATCH-86583,2026-01-24,INV-527238,Rush delivery
Downtown Main Store,Global Food Distributors,2025-12-14,Birthday Cake 8 inch,Unit,18,17.82,BATCH-44115,2026-04-25,INV-898687,Quality checked and approved
Downtown Main Store,Mega Suppliers Inc.,2025-12-11,Birthday Cake 8 inch,Unit,6,19.03,BATCH-24100,2026-01-15,INV-716251,Rush delivery
Westside Mall Branch,Mega Suppliers Inc.,2025-12-12,Birthday Cake 8 inch,Unit,13,17.22,BATCH-11297,2026-05-30,INV-656382,Promotional stock
Westside Mall Branch,Global Food Distributors,2025-11-13,Birthday Cake 8 inch,Unit,12,18.47,BATCH-77187,2026-04-10,INV-693935,Quality checked and approved
Northpoint Outlet,Regional Supply Chain,2026-01-02,Birthday Cake 8 inch,Unit,5,16.73,BATCH-31729,2026-05-20,INV-768971,
Westside Mall Branch,Eco-Friendly Suppliers,2025-11-13,Jasmine Rice 5kg,Unit,80,11.69,BATCH-87656,,INV-732403,
Westside Mall Branch,Regional Supply Chain,2026-01-04,Jasmine Rice 5kg,Unit,83,11.97,BATCH-28623,,INV-343739,Seasonal inventory
Eastgate Shopping Center,Premium Grocers Supply,2026-02-01,Jasmine Rice 5kg,Unit,69,10.81,BATCH-28665,,INV-947984,Quality checked and approved
Eastgate Shopping Center,Bulk Foods Warehouse,2026-01-31,Jasmine Rice 5kg,Unit,42,10.33,BATCH-57045,,INV-790429,
Eastgate Shopping Center,Prime Importers,2026-01-19,Jasmine Rice 5kg,Unit,76,9.18,BATCH-40967,,INV-692858,Seasonal inventory
Northpoint Outlet,Bulk Foods Warehouse,2025-12-14,Jasmine Rice 5kg,Unit,55,11.57,BATCH-63116,,INV-301274,Rush delivery
Northpoint Outlet,Bulk Foods Warehouse,2025-11-08,Jasmine Rice 5kg,Unit,64,10.19,BATCH-66437,,INV-766358,Rush delivery
Northpoint Outlet,Regional Supply Chain,2026-01-06,Jasmine Rice 5kg,Unit,28,9.43,BATCH-64420,,INV-982221,Rush delivery
South Bay Store,Quality Foods Ltd.,2026-01-02,Jasmine Rice 5kg,Unit,49,9.55,BATCH-28837,,INV-723259,
South Bay Store,Mega Suppliers Inc.,2026-01-15,Jasmine Rice 5kg,Unit,82,9.18,BATCH-85291,,INV-147087,
Downtown Main Store,Global Food Distributors,2026-01-02,Spaghetti Pasta 500g,Unit,41,2.21,BATCH-30860,,INV-182045,Rush delivery
Downtown Main Store,Global Food Distributors,2025-12-13,Spaghetti Pasta 500g,Unit,82,1.82,BATCH-46349,,INV-997533,
Eastgate Shopping Center,Eco-Friendly Suppliers,2025-12-12,Spaghetti Pasta 500g,Unit,137,1.86,BATCH-59056,,INV-979196,Seasonal inventory
Eastgate Shopping Center,Global Food Distributors,2026-01-19,Spaghetti Pasta 500g,Unit,59,1.86,BATCH-73465,,INV-121440,Quality checked and approved
Eastgate Shopping Center,Premium Grocers Supply,2025-12-05,Spaghetti Pasta 500g,Unit,91,2.03,BATCH-46641,,INV-624810,Promotional stock
Westside Mall Branch,Bulk Foods Warehouse,2025-12-09,Spaghetti Pasta 500g,Unit,50,1.89,BATCH-50873,,INV-920466,Rush delivery
Westside Mall Branch,Premium Grocers Supply,2026-01-28,Spaghetti Pasta 500g,Unit,68,2.03,BATCH-20290,,INV-324425,Seasonal inventory
Westside Mall Branch,Global Food Distributors,2025-11-06,Spaghetti Pasta 500g,Unit,103,2.03,BATCH-93538,,INV-183631,Rush delivery
South Bay Store,Eco-Friendly Suppliers,2026-01-24,Spaghetti Pasta 500g,Unit,56,2.29,BATCH-62462,,INV-248804,
Northpoint Outlet,FreshFarm Wholesale Co.,2025-12-26,All-Purpose Flour 2kg,Unit,55,4.03,BATCH-34540,,INV-260196,Promotional stock
Eastgate Shopping Center,Regional Supply Chain,2025-11-29,All-Purpose Flour 2kg,Unit,38,4.05,BATCH-91028,,INV-688900,Rush delivery
Eastgate Shopping Center,Global Food Distributors,2025-11-09,All-Purpose Flour 2kg,Unit,65,4.52,BATCH-19855,,INV-622828,Promotional stock
Westside Mall Branch,Premium Grocers Supply,2025-11-11,All-Purpose Flour 2kg,Unit,58,4.01,BATCH-43060,,INV-862894,
Downtown Main Store,Express Distribution Co.,2025-12-18,All-Purpose Flour 2kg,Unit,32,4.61,BATCH-69395,,INV-379454,
Downtown Main Store,Quality Foods Ltd.,2025-12-12,All-Purpose Flour 2kg,Unit,39,3.87,BATCH-18766,,INV-689359,
Downtown Main Store,Bulk Foods Warehouse,2025-12-08,All-Purpose Flour 2kg,Unit,30,3.67,BATCH-89456,,INV-472465,Quality checked and approved
South Bay Store,Eco-Friendly Suppliers,2025-12-17,White Sugar 1kg,Unit,56,2.5,BATCH-16968,,INV-304251,Quality checked and approved
Downtown Main Store,Mega Suppliers Inc.,2026-01-15,White Sugar 1kg,Unit,76,2.29,BATCH-52197,,INV-492538,
Downtown Main Store,Quality Foods Ltd.,2025-12-22,White Sugar 1kg,Unit,121,2.52,BATCH-37627,,INV-717063,
Downtown Main Store,FreshFarm Wholesale Co.,2025-12-31,White Sugar 1kg,Unit,97,2.5,BATCH-58088,,INV-506220,Promotional stock
Westside Mall Branch,Mega Suppliers Inc.,2025-12-02,White Sugar 1kg,Unit,89,2.56,BATCH-55246,,INV-228352,
Westside Mall Branch,Mega Suppliers Inc.,2025-12-26,White Sugar 1kg,Unit,109,2.26,BATCH-19577,,INV-256204,Rush delivery
Westside Mall Branch,Mega Suppliers Inc.,2025-12-09,White Sugar 1kg,Unit,115,2.71,BATCH-87255,,INV-674208,Rush delivery
Eastgate Shopping Center,Eco-Friendly Suppliers,2025-12-13,White Sugar 1kg,Unit,106,2.74,BATCH-45838,,INV-325343,
Eastgate Shopping Center,Regional Supply Chain,2025-12-22,White Sugar 1kg,Unit,81,2.46,BATCH-25867,,INV-831236,Quality checked and approved
Eastgate Shopping Center,Regional Supply Chain,2025-12-02,White Sugar 1kg,Unit,124,2.31,BATCH-71952,,INV-397216,Quality checked and approved
Northpoint Outlet,Premium Grocers Supply,2026-02-01,White Sugar 1kg,Unit,117,2.38,BATCH-90163,,INV-649123,Promotional stock
Downtown Main Store,FreshFarm Wholesale Co.,2025-11-27,Olive Oil Extra Virgin 1L,Unit,56,8.69,BATCH-72217,,INV-932040,
South Bay Store,Eco-Friendly Suppliers,2025-11-28,Olive Oil Extra Virgin 1L,Unit,36,8.34,BATCH-82024,,INV-739120,
Eastgate Shopping Center,Express Distribution Co.,2025-12-29,Olive Oil Extra Virgin 1L,Unit,21,9.27,BATCH-12460,,INV-912634,
Eastgate Shopping Center,Prime Importers,2025-11-14,Olive Oil Extra Virgin 1L,Unit,45,8.52,BATCH-11976,,INV-102904,Quality checked and approved
Eastgate Shopping Center,Regional Supply Chain,2025-12-20,Olive Oil Extra Virgin 1L,Unit,23,8.44,BATCH-97952,,INV-690494,
Northpoint Outlet,FreshFarm Wholesale Co.,2025-11-19,Olive Oil Extra Virgin 1L,Unit,32,8.64,BATCH-93269,,INV-656160,
Northpoint Outlet,Global Food Distributors,2025-12-09,Olive Oil Extra Virgin 1L,Unit,36,8.87,BATCH-15048,,INV-617497,Promotional stock
Northpoint Outlet,Eco-Friendly Suppliers,2025-11-07,Olive Oil Extra Virgin 1L,Unit,22,9.62,BATCH-91772,,INV-372153,
South Bay Store,Mega Suppliers Inc.,2025-11-22,Tomato Sauce 400g,Unit,72,1.53,BATCH-86576,,INV-779749,Rush delivery
Eastgate Shopping Center,Premium Grocers Supply,2025-12-21,Tomato Sauce 400g,Unit,112,1.46,BATCH-25507,,INV-809177,Rush delivery
Downtown Main Store,Premium Grocers Supply,2025-12-17,Tomato Sauce 400g,Unit,154,1.37,BATCH-13977,,INV-879266,Promotional stock
Downtown Main Store,Bulk Foods Warehouse,2025-12-27,Tomato Sauce 400g,Unit,158,1.56,BATCH-69780,,INV-834138,Quality checked and approved
Westside Mall Branch,Global Food Distributors,2025-11-30,Tomato Sauce 400g,Unit,133,1.43,BATCH-17843,,INV-277871,
Westside Mall Branch,Global Food Distributors,2026-01-02,Tomato Sauce 400g,Unit,63,1.37,BATCH-71752,,INV-817258,Promotional stock
Northpoint Outlet,Regional Supply Chain,2026-01-05,Tomato Sauce 400g,Unit,118,1.23,BATCH-85224,,INV-726155,Seasonal inventory
South Bay Store,Mega Suppliers Inc.,2025-12-16,Black Beans Can 400g,Unit,93,1.27,BATCH-86665,,INV-404576,Quality checked and approved
Eastgate Shopping Center,Quality Foods Ltd.,2025-12-22,Black Beans Can 400g,Unit,135,1.39,BATCH-43429,,INV-794672,
Northpoint Outlet,FreshFarm Wholesale Co.,2025-11-23,Black Beans Can 400g,Unit,91,1.39,BATCH-95245,,INV-528220,Promotional stock
Downtown Main Store,Eco-Friendly Suppliers,2025-11-15,Black Beans Can 400g,Unit,70,1.13,BATCH-59366,,INV-836237,
Downtown Main Store,Bulk Foods Warehouse,2025-11-06,Black Beans Can 400g,Unit,49,1.08,BATCH-20767,,INV-879585,Quality checked and approved
Westside Mall Branch,Eco-Friendly Suppliers,2025-12-09,Black Beans Can 400g,Unit,107,1.41,BATCH-84919,,INV-630713,
Westside Mall Branch,Mega Suppliers Inc.,2025-11-09,Black Beans Can 400g,Unit,136,1.23,BATCH-43343,,INV-854941,Quality checked and approved
Downtown Main Store,FreshFarm Wholesale Co.,2025-11-22,Tuna in Water Can,Unit,83,1.69,BATCH-35146,,INV-960086,
Downtown Main Store,Bulk Foods Warehouse,2026-02-01,Tuna in Water Can,Unit,130,1.74,BATCH-20378,,INV-779644,Seasonal inventory
Downtown Main Store,Premium Grocers Supply,2025-11-07,Tuna in Water Can,Unit,109,1.56,BATCH-64922,,INV-715662,
Westside Mall Branch,Mega Suppliers Inc.,2026-01-20,Tuna in Water Can,Unit,87,1.79,BATCH-45669,,INV-328899,Rush delivery
Westside Mall Branch,Express Distribution Co.,2025-12-04,Tuna in Water Can,Unit,88,1.51,BATCH-90298,,INV-728170,Rush delivery
Eastgate Shopping Center,Express Distribution Co.,2025-12-06,Tuna in Water Can,Unit,56,1.72,BATCH-68906,,INV-938208,Seasonal inventory
Eastgate Shopping Center,FreshFarm Wholesale Co.,2026-01-15,Tuna in Water Can,Unit,59,1.69,BATCH-20410,,INV-357730,Rush delivery
Eastgate Shopping Center,Eco-Friendly Suppliers,2025-12-16,Tuna in Water Can,Unit,103,1.92,BATCH-91679,,INV-229220,Promotional stock
South Bay Store,Eco-Friendly Suppliers,2026-01-14,Tuna in Water Can,Unit,147,1.93,BATCH-50971,,INV-161534,Promotional stock
South Bay Store,Eco-Friendly Suppliers,2026-02-01,Tuna in Water Can,Unit,101,1.68,BATCH-45189,,INV-982063,
South Bay Store,Global Food Distributors,2026-01-22,Peanut Butter Creamy 500g,Unit,49,4.45,BATCH-19187,,INV-442341,Seasonal inventory
South Bay Store,Eco-Friendly Suppliers,2025-11-16,Peanut Butter Creamy 500g,Unit,27,4.42,BATCH-85452,,INV-115414,Seasonal inventory
Northpoint Outlet,Premium Grocers Supply,2025-11-30,Peanut Butter Creamy 500g,Unit,57,4.47,BATCH-48016,,INV-734080,Rush delivery
Northpoint Outlet,Regional Supply Chain,2026-01-25,Peanut Butter Creamy 500g,Unit,34,4.53,BATCH-38310,,INV-492011,Quality checked and approved
Eastgate Shopping Center,Eco-Friendly Suppliers,2026-01-07,Peanut Butter Creamy 500g,Unit,50,5.54,BATCH-16955,,INV-905146,Rush delivery
Westside Mall Branch,Quality Foods Ltd.,2026-01-29,Peanut Butter Creamy 500g,Unit,59,5.32,BATCH-74576,,INV-583534,Rush delivery
South Bay Store,Express Distribution Co.,2025-11-30,Strawberry Jam 340g,Unit,71,3.39,BATCH-26926,,INV-844837,Promotional stock
South Bay Store,Express Distribution Co.,2025-12-17,Strawberry Jam 340g,Unit,40,3.52,BATCH-14354,,INV-727266,
Westside Mall Branch,Eco-Friendly Suppliers,2025-11-05,Strawberry Jam 340g,Unit,32,3.49,BATCH-86828,,INV-967262,
Westside Mall Branch,Bulk Foods Warehouse,2025-11-28,Strawberry Jam 340g,Unit,40,3.62,BATCH-99372,,INV-485457,
Westside Mall Branch,FreshFarm Wholesale Co.,2026-01-20,Strawberry Jam 340g,Unit,88,3.03,BATCH-26022,,INV-978607,Quality checked and approved
Eastgate Shopping Center,Premium Grocers Supply,2025-12-28,Strawberry Jam 340g,Unit,68,3.81,BATCH-32695,,INV-926591,Seasonal inventory
Northpoint Outlet,FreshFarm Wholesale Co.,2026-01-31,Strawberry Jam 340g,Unit,33,3.08,BATCH-24898,,INV-951932,Seasonal inventory
Downtown Main Store,Prime Importers,2026-02-02,Honey Pure 500g,Unit,43,6.69,BATCH-10574,,INV-678010,Quality checked and approved
Downtown Main Store,Eco-Friendly Suppliers,2026-01-10,Honey Pure 500g,Unit,28,6.7,BATCH-88357,,INV-962610,Promotional stock
Downtown Main Store,Premium Grocers Supply,2025-12-27,Honey Pure 500g,Unit,47,7.23,BATCH-50185,,INV-335345,
Northpoint Outlet,Mega Suppliers Inc.,2025-11-12,Honey Pure 500g,Unit,28,7.3,BATCH-49156,,INV-899287,Promotional stock
Eastgate Shopping Center,Express Distribution Co.,2025-11-20,Honey Pure 500g,Unit,47,7.57,BATCH-57938,,INV-494503,Rush delivery
Eastgate Shopping Center,Global Food Distributors,2026-01-26,Honey Pure 500g,Unit,29,6.25,BATCH-26872,,INV-537359,
South Bay Store,Bulk Foods Warehouse,2025-12-30,Honey Pure 500g,Unit,70,6.52,BATCH-51165,,INV-828434,
South Bay Store,Express Distribution Co.,2026-01-13,Honey Pure 500g,Unit,65,6.38,BATCH-19782,,INV-410049,
South Bay Store,Eco-Friendly Suppliers,2025-11-21,Honey Pure 500g,Unit,51,6.79,BATCH-13477,,INV-354892,Quality checked and approved
Westside Mall Branch,Mega Suppliers Inc.,2026-01-10,Honey Pure 500g,Unit,59,6.16,BATCH-43580,,INV-110454,Promotional stock
Westside Mall Branch,Regional Supply Chain,2025-11-18,Honey Pure 500g,Unit,28,6.83,BATCH-76398,,INV-224528,
Westside Mall Branch,Quality Foods Ltd.,2025-12-21,Honey Pure 500g,Unit,45,6.5,BATCH-26261,,INV-263358,
Downtown Main Store,FreshFarm Wholesale Co.,2026-01-21,Corn Flakes 500g,Unit,77,3.32,BATCH-33571,,INV-479302,Seasonal inventory
Downtown Main Store,Premium Grocers Supply,2026-01-22,Corn Flakes 500g,Unit,65,3.48,BATCH-87652,,INV-978170,Seasonal inventory
Eastgate Shopping Center,Express Distribution Co.,2025-12-07,Corn Flakes 500g,Unit,55,4.22,BATCH-91781,,INV-836196,
Eastgate Shopping Center,Mega Suppliers Inc.,2025-12-12,Corn Flakes 500g,Unit,79,3.89,BATCH-81313,,INV-586996,
Westside Mall Branch,Bulk Foods Warehouse,2026-01-19,Corn Flakes 500g,Unit,115,3.54,BATCH-98365,,INV-889859,Seasonal inventory
Westside Mall Branch,Eco-Friendly Suppliers,2025-12-02,Corn Flakes 500g,Unit,41,3.79,BATCH-80471,,INV-621349,Promotional stock
Northpoint Outlet,FreshFarm Wholesale Co.,2026-01-27,Corn Flakes 500g,Unit,38,3.61,BATCH-30995,,INV-207244,Promotional stock
Northpoint Outlet,Express Distribution Co.,2025-12-24,Corn Flakes 500g,Unit,55,3.31,BATCH-62168,,INV-993555,
Northpoint Outlet,FreshFarm Wholesale Co.,2025-12-30,Corn Flakes 500g,Unit,92,3.87,BATCH-10240,,INV-597302,Promotional stock
Downtown Main Store,Regional Supply Chain,2025-12-21,Granola Mix 400g,Unit,32,5.69,BATCH-27033,,INV-546222,
Downtown Main Store,Bulk Foods Warehouse,2026-01-25,Granola Mix 400g,Unit,72,5.72,BATCH-48730,,INV-124415,Quality checked and approved
Eastgate Shopping Center,Mega Suppliers Inc.,2026-01-30,Granola Mix 400g,Unit,41,5.09,BATCH-18403,,INV-111789,
Eastgate Shopping Center,Premium Grocers Supply,2026-01-21,Granola Mix 400g,Unit,50,5.95,BATCH-91531,,INV-328646,
Eastgate Shopping Center,Premium Grocers Supply,2025-12-12,Granola Mix 400g,Unit,59,4.88,BATCH-17075,,INV-387834,
Northpoint Outlet,Bulk Foods Warehouse,2026-01-02,Granola Mix 400g,Unit,66,4.94,BATCH-52401,,INV-353860,Quality checked and approved
Downtown Main Store,Mega Suppliers Inc.,2025-11-17,Oatmeal Quick 1kg,Unit,87,3.91,BATCH-45216,,INV-230124,
Downtown Main Store,FreshFarm Wholesale Co.,2026-01-18,Oatmeal Quick 1kg,Unit,47,3.91,BATCH-66669,,INV-543054,
South Bay Store,Regional Supply Chain,2025-11-28,Oatmeal Quick 1kg,Unit,76,5.04,BATCH-23244,,INV-685676,Rush delivery
Westside Mall Branch,Mega Suppliers Inc.,2026-01-09,Oatmeal Quick 1kg,Unit,46,4.43,BATCH-71777,,INV-532110,Promotional stock
Westside Mall Branch,Global Food Distributors,2026-01-17,Oatmeal Quick 1kg,Unit,93,4.72,BATCH-11645,,INV-327999,Rush delivery
Eastgate Shopping Center,Mega Suppliers Inc.,2025-12-31,Pancake Mix 1kg,Unit,67,3.65,BATCH-19950,,INV-378009,Rush delivery
Downtown Main Store,Prime Importers,2025-12-19,Pancake Mix 1kg,Unit,29,4.23,BATCH-41065,,INV-573553,Seasonal inventory
Downtown Main Store,Bulk Foods Warehouse,2025-12-19,Pancake Mix 1kg,Unit,35,4.11,BATCH-68083,,INV-720142,Quality checked and approved
Northpoint Outlet,Premium Grocers Supply,2025-11-11,Pancake Mix 1kg,Unit,68,3.82,BATCH-41230,,INV-165589,Rush delivery
Northpoint Outlet,Mega Suppliers Inc.,2026-01-28,Pancake Mix 1kg,Unit,43,4.44,BATCH-88092,,INV-468362,Promotional stock
Northpoint Outlet,Global Food Distributors,2026-01-16,Pancake Mix 1kg,Unit,51,4.14,BATCH-36516,,INV-736023,
Westside Mall Branch,Global Food Distributors,2025-11-17,Pancake Mix 1kg,Unit,39,4.12,BATCH-40381,,INV-548311,
Westside Mall Branch,Regional Supply Chain,2025-12-10,Pancake Mix 1kg,Unit,70,4.55,BATCH-51803,,INV-409241,
South Bay Store,Regional Supply Chain,2025-11-06,Pancake Mix 1kg,Unit,43,4.66,BATCH-35908,,INV-277851,
South Bay Store,Eco-Friendly Suppliers,2025-12-25,Pancake Mix 1kg,Unit,40,4.67,BATCH-29898,,INV-753368,Promotional stock
Downtown Main Store,FreshFarm Wholesale Co.,2025-12-28,Maple Syrup 250ml,Unit,38,6.07,BATCH-78892,,INV-506115,Quality checked and approved
Downtown Main Store,Prime Importers,2026-01-07,Maple Syrup 250ml,Unit,25,7.02,BATCH-67802,,INV-518519,Promotional stock
South Bay Store,Mega Suppliers Inc.,2026-01-07,Maple Syrup 250ml,Unit,31,6.06,BATCH-80247,,INV-115000,
Northpoint Outlet,Regional Supply Chain,2025-12-07,Maple Syrup 250ml,Unit,28,5.81,BATCH-10840,,INV-624274,Quality checked and approved
Northpoint Outlet,Express Distribution Co.,2025-11-18,Maple Syrup 250ml,Unit,34,6.47,BATCH-18048,,INV-583306,
South Bay Store,Premium Grocers Supply,2025-11-21,Potato Chips BBQ 200g,Unit,167,2.53,BATCH-49328,,INV-972981,Seasonal inventory
South Bay Store,Express Distribution Co.,2026-01-27,Potato Chips BBQ 200g,Unit,96,2.96,BATCH-72948,,INV-545337,Promotional stock
South Bay Store,Regional Supply Chain,2026-02-01,Potato Chips BBQ 200g,Unit,111,2.58,BATCH-56860,,INV-281206,
Downtown Main Store,Eco-Friendly Suppliers,2026-01-19,Potato Chips BBQ 200g,Unit,51,2.55,BATCH-68337,,INV-748339,Seasonal inventory
Downtown Main Store,Quality Foods Ltd.,2025-11-16,Potato Chips BBQ 200g,Unit,101,2.59,BATCH-16579,,INV-903977,
Downtown Main Store,Quality Foods Ltd.,2025-11-21,Potato Chips BBQ 200g,Unit,72,2.64,BATCH-76726,,INV-458349,Seasonal inventory
Eastgate Shopping Center,Mega Suppliers Inc.,2025-12-13,Potato Chips BBQ 200g,Unit,99,2.7,BATCH-10506,,INV-386112,Seasonal inventory
Downtown Main Store,Express Distribution Co.,2026-01-04,Tortilla Chips 300g,Unit,87,3.3,BATCH-72531,,INV-382263,Quality checked and approved
Downtown Main Store,Eco-Friendly Suppliers,2025-11-21,Tortilla Chips 300g,Unit,126,3.51,BATCH-35703,,INV-227281,
Northpoint Outlet,Express Distribution Co.,2025-12-24,Tortilla Chips 300g,Unit,125,3.25,BATCH-31891,,INV-868932,Seasonal inventory
